grupo,comentario_p1
ADMINISTRATIVO,Demora no atendimento
ADMINISTRATIVO,"Meu marido morreu após a cirurgia. Pois não teve descanso no apartamento, onde o paciente do lado não parava de gritar , e depois que meu marido morreu sumiram com o paciente incoveniente"
ADMINISTRATIVO,Mal educado e ignorante
ADMINISTRATIVO,Muita esperança até a hora do parto cheguei de 2 meu parto as 7
ADMINISTRATIVO,Demora
ADMINISTRATIVO,"Foram passadas roupas informações, e entreguem formulários com informações pela metade"
ADMINISTRATIVO,"Uma demora horrível,  passei 4 horas esperando o retorno. 
Estava na emergência."
ADMINISTRATIVO,"Em relação a acomodação dos quartos, o qual meu filho teve 2 transferências inadequadas junto com pacientes com quadro Gripais . Isso me deixou muito preocupada pois foi cirurgia complicada segundo a médica. No mais tudo dentro das normalidades."
ADMINISTRATIVO,Ficamos numa cama sem muita atenção onde n tive muito suporte
ADMINISTRATIVO,"- nunca vi um acompanhamento ser feito através de fotos!! Minha avó estava com a cirurgia aberta por conta da infecção e os as técnica apenas faziam o acompanhamento tirando foto 
- farmácia demorava horrores pra liberar uma material básico pra curativo! 
- é um absurdo ter que esperar a boa vontade de Fortaleza pra liberar os exames solicitados pelos médicos 
- minha avó só esta bem hoje por conta dos cuidados da dra Flavia que foi um anjo enviado por Deus e porque a gente a família arcamaos com o curativo a vacuo. 
- por que até colchão pneumático voces negaram, só arranjaram um quando começou a aparecer lesão nas costas da minha avó e eu tenho tudo registrado."
ADMINISTRATIVO,"Muito demorado em caso de internação e muito sofrido pelo paciente  ,a falta de agilidade pra ir pro quarto, demora pra medicação  banheiros sujo  ,super lotação , falta de cadeira de banho."
ADMINISTRATIVO,Demora para atendimento e com poucas informações
ADMINISTRATIVO,Demora no atendimento
RECEPÇAO,Cheguei passando muito mal e menina recpcao pediu para eu ir até totem só q eu estava cadeira de rodas quase inconsciente  aí pediu para ir atendimento  pediu digital  só q eu não conseguia levantar minha filha mostrou carteirinha no app  disse  q tinha q passar digital para me atender aí foi quando vomitei porq não estava mal aí ela deixou mais tempo de estress sem nescecidade poderia fazer isso a qual momento depois de melho era só pegar meu documento comparar sistema
ADMINISTRATIVO,Demora excessiva
ADMINISTRATIVO,O que faltou mesmo foi a estrutura para uma internação no quarto. Ficar na sala de medicação 3 dias foi horrível.
ADMINISTRATIVO,"Fiquei no corredor em uma maca com muito calor na enfermaria, mesmo sendo a remoção solicitada pela upa com leito garantido"
ADMINISTRATIVO,Demora no atendimento
ADMINISTRATIVO,"Entre o translado do pronto socorro até conseguir uma ambulância, por este convênio, para o hospital ""Sauvalos"" demorou 5 horas; Depois da chegada no hospital ficou em uma ""maca""    no corredor de acesso por mais 3 horas sem suporte específico ao quadro clínico e da emergência eminente, até a internação."
ADMINISTRATIVO,Não havia sistema de comunicação com o convênio
ADMINISTRATIVO,"Entre o translado do pronto socorro até conseguir uma ambulância, por este convênio, para o hospital ""Sauvalos"" demorou 5 horas; Depois da chegada no hospital ficou em uma ""maca""    no corredor de acesso por mais 3 horas sem suporte específico ao quadro clínico e da emergência eminente, até a internação.
Falta de comprometimento, indiferença com a emergência dos diagnósticos, confusão dos atendentes para informações, médicos não atendem o paciente, somente segue uma rotina ""engessada"" pelo sistema computacional; Não fazem nada enquanto o sistema esteja funcionando; Mesmo se o paciente estiverem estado crítico."
ADMINISTRATIVO,"O paciente da uma sugestão de ter um canal de comunicação direto com a unidade onde foi atendido, pois reclama que é difícil conseguir informações através da central de atendimento."
ADMINISTRATIVO,Não tive nenhuma ajuda cadeira de rodas em más condições viagem foi ser atendido não tem nem como parar o veículo que me levou
ADMINISTRATIVO,Falta de preparo dos funcionários
ADMINISTRATIVO,Falta de comunicação para local de atendimento
ADMINISTRATIVO,"Falta de cadeira 
Pra pessoas senta aí chega"
ADMINISTRATIVO,Tem hora que atende a gente não
ADMINISTRATIVO,Fui atendido 1 hora após
ADMINISTRATIVO,"saturação dela estava em 75% e demoraram horrores para colocar o O2 no pronto atendimento, sem contar o descaso no andar principalmente no periodo da noite, nem ligar comunicando que ela morreu o hospital ligou. Fiquei sabendo pela cuidaora que era terceirizada. Nunca tinha acontecido isso antes."
ADMINISTRATIVO,"A paciente reclama da espera para ser atendida, relata que chegou às 07:00h da manhã e só foi realizada a cesárea as 22:50h."
ADMINISTRATIVO,"A paciente reclama que a quantidade de funcionários é insuficiente para a demanda de pacientes. Reclama também que o seu plano é apartamento e que ficou todo o período de internação na sala de medicação, pois não havia leito disponível."
ADMINISTRATIVO,"OK. Iniciei a indução de parto normal no dia 20 de julho, por falta de organização e falta de profissionais no setor mediante a demanda do dia tive que no meio do processo desistir do parto normal e optar pelo parto cesariana ... muitas pacientes de risco no mesmo setor, poucos profissionais para dar suporte e por eu não ser de risco minha indução foi sempre ficando por ultimo... coloquei a primeira dose de misoprofol e so vieram colocar a segunda dose muitas horas depois, passando do período indicado... não senti segurança de continuar por falta de suporte do hospital"
ADMINISTRATIVO,A esposa do paciente reclama da falta de leito e do atendimento no Hospital Antônio Prudente. 
ADMINISTRATIVO,A espera para a internação
ADMINISTRATIVO,Falta de atenção com a prioridade dos pacientes
ADMINISTRATIVO,A esposa do paciente reclama da espera para conseguir um leito.
ADMINISTRATIVO,A paciente elogia todo o atendimento do hospital.
RECEPÇAO,Recepção lenta e mal informa
ADMINISTRATIVO,Demora muito marcar consulta
ADMINISTRATIVO,Não souberam explicar aonde ficava a recepção onde ia ficar aguardando a cesária. Mandaram passa por umas 3 quando chegava lá não era. Um porteiro que me levou pra certa.
ADMINISTRATIVO,"Mandaram ir 5h da manhã pra cirugia,cheguei não estava marcada me deixaram esperando até as 8 pra fazer alguma coisa"
ADMINISTRATIVO,"A arte que foi colocado na minha perna, ao invés da dentro do osso, botaram uma placa, péssimo plano, odeio esse plano, não presta."
ADMINISTRATIVO,"Horário tranquilo e não vi ninguém na hora em que cheguei,passei muito tempo da sala ao lado do centro cirúrgico por falta de leito "
ADMINISTRATIVO,Ótimo atendimento
ADMINISTRATIVO,A demora
RECEPÇAO,Acho muito demorado a espera na recepção
MAQUEIRO,"Fui muito bem recepcionada, porém a falta de maqueiro me fez esperar mais de uma hora para ser levada para o bloco cirúrgico."
ADMINISTRATIVO,"Minha mãe chegou transferida do pronto atendimento Derby com trauma em braço e bacia, infecção urinária e anemia e devolvida para o pronto atendimento do Derby. Isso na primeira vez que ela  precisou do atendimento. No início de julho."
ADMINISTRATIVO,A paciente reclama da demora para marcar cirúrgias.
ADMINISTRATIVO,"Passamos horas esperando atendimento, após o atendimento ficamos mais algumas horas em uma maca numa salinha com várias outras crianças até conseguirmos uma vaga num quarto"
RECEPÇAO,Demora na triagem
TOTEM,Totem não funciona na maioria das vezes. Os recepcionistas estão sempre com cara de quem não queria está ali. O porteiro é o único gentil
ADMINISTRATIVO,Demorou um pouco para fazer internação não davam muita atenção
ADMINISTRATIVO,"Foi confirmada a consulta via WhatsApp, ao chegar lá tava cancelada e não tinha agenda  para marca novamente ."
ADMINISTRATIVO,Muita dificuldade em encontrar acomodação para pessoas acamada e cadeirante
ADMINISTRATIVO,Muito ruim pra dar informações
MAQUEIRO,"O rapaz que veio buscar  a neném na cadeira de roda muito mal educado,não sabia o nome do paciente que ele próprio foi buscar ,antes disso eu perguntei pra  recepcionista que eu tinha que levar algum papel pra sala de pré operatório ela me falou que o maqueiro que iria fazer isso,então eu despreocupei quando chegou no elevador eu perguntei pra ele ele disse que não era papel dele ir pega documentações ,então repassei pra ele que a moça tinha me falado eu estressada levantei da cadeira e fui buscar o papel ele foi atrás e disse pra mim que tava me fazendo um favor.
Aí eu não teve jeito  começamos a discutir porque o hospital e privado e ninguém trabalha de graça pra ninguém se ele está lá nessa função, eu tenho certeza  que tem que ser mas instruindo pra isso e não trata os pacientes do jeito que eu e minha filha fomos tratada."
RECEPÇAO,"Nem sempre a recepcao da o apoio e atendimento nescessário ao pasciente, informações imprecisas e falta de atenção para com o pasciente q está em um momento delicado,com dor e sensível psicologicamente."
ADMINISTRATIVO,"Pra 
Marca médico  é  uma  canseira"
ADMINISTRATIVO,"Muitos funcionários inexperientes 

Total desorganização 

Fiquei por horas na sala de socorro , pq não tinha quarto disponível"
ADMINISTRATIVO,"Toda vez que cheguei, não tinha ninguém, tínhamos que ir atrás de alguém dentro do hospital pra nós atender"
ADMINISTRATIVO,Falta de atendimento nunca tem horário com os médicos o aplicativo é horrível e não mostra as consultas agendadas
PORTEIRO,Não tem porteiro pra ajudar no totem tem q procurar a pessoa
ADMINISTRATIVO,"Não foi dada a devida atenção pra um caso tão grave. 
Ele foi liberado pela manhã, como uma queimação no estômago."
ADMINISTRATIVO,"Paciente transferida do Pró Saúde para Hospital Medical. Chegou, não houve recepção por parte da equipe médica e da enfermagem até que fossem chamados por acompanhante (cerca de 30-40 minutos após a chegada). Uma senhora de mais de 80 anos foi deixada, em condições ruins, em uma poltronas aguardando atendimento com seus exames em mãos. Sequer foi levada para uma sala de observação. Sequer foi abordado o que ela tinha. Sequer foi dado atenção antes de chamar atenção para ser atendida."
ADMINISTRATIVO,Foi solicitado pelo hospital para chegar com 3 horas de antecedência. Chegando no horário solicitado fui informado que só poderia iniciar os processos com uma hora e meia antes! Então pq solicitou chegar 3 horas antes? Fiquei 1:30 estagiando atoa!
ADMINISTRATIVO,"O paciente apenas fez uma reclamação sobre o atendimento da equipe de enfermagem. Reclama que, quando estava internado, precisou utilizar uma sonda nas vias urinárias, e que um profissional da equipe de enfermagem, ao invés de deixar o equipamento aberto, fechou e com isso houve acúmulo excessivo de urina, ocasionando muita dor ao paciente e gerando uma infecção urinária e dos rins, que o mesmo ainda está tratando até hoje. Ele finaliza destacando que está processando o Hospital Salvalus."
ADMINISTRATIVO,"Não tinha ninguém no totem, eu que entrei e digitei e tirei a senha"
ADMINISTRATIVO,Não fui bem informada sobre uso do Totem.
ADMINISTRATIVO,"Minha mãe tem 94 anos e a identificação dela é sempre um problema. Ela não consegue parar com a cabeça. Não consigo consulta online, enfim, horrível"
ADMINISTRATIVO,Pediram pra chegar ao hospital as 05 hs da manhã  em jejum e fui ganhar nenê somente as 10 :07 hs
ADMINISTRATIVO,"Demorou muito, e o pós cirúrgico as orientações não foram claras, não tivemos encaminhamento para o pós círúrigico, mandaram ligar na central, achamos bem desorganizado"
ADMINISTRATIVO,Não vonsigo contato com ninguém  estou pra ser internado não consigo falar com ninguem
ADMINISTRATIVO,Hospital São Bernardo sou deixada quem me troca e
ADMINISTRATIVO,"Falta de organização com data de agendamento, me pediram para chegar às 06:00, para internação, cheguei às 05:40, me deixaram sentada na recepção até 13h da tarde, em jejum com dor, quando questionado me informaram que não havia leito disponível.
Quando resolvi tomar uma ação, e fui falar com a assistente social, aí então realizaram a minha internação.
Por isso, a minha insatisfação"
ADMINISTRATIVO,"Muita demora na remoção do meu pai, a ambulância levou muito tempo pra buscar no outro hospital."
ADMINISTRATIVO,"5. Quando cheguei no hospital, logo passei com a médica. Ela passou diversos exames a serem realizados, e o pedido de internação. Quando desci fazer o exame meu cadastro estava bloqueado e tive que subir a recepção para reabertura do pedido. Obs: estava com acesso já na mão e tive que sair para pegar fila para novo atendimento fora do hospital. Depois dos exames realizados só estava eu na sala de espera e ainda sim demorou muito pra me chamarem pra retorno com a médica. Só me chamaram quando eu questionei sobre os exames. Depois, houve demora para a internação, só me chamaram as 23h30, e não tinha mais como me dar refeição, ou seja, fiquei por horas sem comer nada, e precisei tomar soro para a cirurgia no dia seguinte pela manhã. Chamaram a outra paciente que estava comigo no quarto antes para a cirurgia, e ela havia chegado muito depois de mim. 
Após a cirurgia, fiquei muitas horas na sala de recuperação para liberarem o quarto (que foi pago no particular), a moça da recepção havia dito que era pra ligar meio dia pra ela para que pudesse liberar, ligamos e ela havia saído pra almoçar e informaram que somente ela poderia liberar o quarto, ou seja, muitas horas novamente sem comer, após a ida para o quarto, as 18h00 só levaram a refeição após meu marido pedir por várias vezes, após as 19h. Foram mais de 24h sem comer dentro no hospital.
"
