grupo,comentario_p1
ADMINISTRATIVO,"o totem nao estava funcionando, demorei a ser atendida pois estava muito lotado a recepcao e a medica nao estava chamando nenhum paciente mesmo dentro de sala. por isso demorei a ir para a sala de medicacao"
ADMINISTRATIVO,"ao chegar no hospital o porteiro que estava de plantao foi cordial e atencioso, porem o totem nao estava funcionando, recepcionista nao na hora em que eu cheguei em trabalho de parto e eu mesma que tive que esta marcando o meu atendimento na situacao em que eu me encontrava."
ADMINISTRATIVO,nao tinha nem lugar suficiente para colocar gestante para cesariana
ADMINISTRATIVO,"meu filho ficou internado por bronquiolite, verifiquei que o hospital nao tinha a estrutura necessaria para receber os pacientes, visto que meu filho ficou internado 5 dias e nesse periodo nao tinha quarto na enfermaria disponivel, ficando na sala de observacao."
ADMINISTRATIVO,estive na unidade da hapvida lauro de freitas onde recebi todo atendimento e cuidados necessarios para os sintomas que estava sentindo chegando no tereza de lisieux fui mal recebida pelos medicos nao tive nenhum atendimento necessario e fui muito mal tratada
ADMINISTRATIVO,e prestado apenas o servico deles sem a empatia necessaria
ADMINISTRATIVO,precisam de treinamentos para lhe dar com pessoas.
ADMINISTRATIVO,excelente profissionais muito bem atenciosos
ADMINISTRATIVO,"bom a espera foi muito grande pois estava em trabalho de parto! o cuidado com a minha filha nao foi muito bacana pois ela ficou na sala de parto durante muito tempo! alem disso, nao fizeram o teste do pezinho no hospital e isso pra mim e estranho mas tudo bem!"
ADMINISTRATIVO,"minha gravidez, aos 40 anos, era de alto risco devido a fatores como minha idade, hipotireoidismo e um bebe com macrossomia gig . tivemos que adiantar o parto para 37 semanas e dois dias, pois eu estava muito inchada e com alteracoes na pressao arterial. no dia 27 07, entrei na urgencia as 07 da manha, em jejum desde as 22 00 da noite anterior. fui atendida pela plantonista e encaminhada para a observacao. fui monitorada ate a hora do parto e seria a segunda a ir para o centro cirurgico. no entanto, as horas se passaram e nao fui chamada, permanecendo em jejum, sem agua e sem soro. quando meu filho nasceu, foi um momento de grande alivio, mas tambem de choque. sangue espirrou no rosto e no braco do meu marido, e o chao estava imundo de sangue. a maca em que eu estava ficou completamente encharcada, e a equipe que veio me buscar para a enfermaria se assustou com a quantidade de sangue. infelizmente, nao pudemos tirar fotos do local. conforme as normas do ministerio da saude sobre a humanizacao do parto, como a portaria no 569 gm de 2000, e direito da gestante receber um tratamento digno e seguro. o programa de humanizacao no pre natal e nascimento e as diretrizes da rede cegonha preconizam a importancia do acolhimento, da assistencia segura e do direito a presenca de um acompanhante de escolha da gestante durante todo o trabalho de parto, parto e pos parto imediato. alem disso, as diretrizes reforcam que a gestante nao deve ser deixada sozinha, exceto por curtos periodos de tempo, o que nao foi respeitado na minha situacao, ja que fiquei por longas horas sem a devida atencao. por fim, fiquei muito triste com o corte da cirurgia, que ficou torto e enorme, sendo que minha cesarea anterior tinha sido muito pequena. foi um dia frustrante e que me deixou indignada pela falta de respeito. espero que as equipes se apresentem aos pacientes nos proximos partos e tenham mais sensibilidade para acalma los, principalmente a obstetra. atenciosamente, roberta nascimento de mello"
ADMINISTRATIVO,"fui maltrata,tenho videos sendo colocada proximo do lixo. pago apartamento e so me colocaram la 2 dias depois. descaso"
ADMINISTRATIVO,"o impedimento de entrar com mais uma pessoa pq como o meu bebe e pequeno entao e muito complicado se virar com um bebe de 7 meses e carregar a bolsa , acredita que deveriam liberar a entrada de outro acompanhante pra ajudar com a crianca pq e muito complicado"
ADMINISTRATIVO,"nao tem especialidade medica no hospital como cardiologista, neurologista e outros."
ADMINISTRATIVO,"quando cheguei, estava claramente escrito na minha guia que o procedimento da internacao seria feito pela emergencia, me mandaram para o eletivo, fui pra la, como esperado, me mandaram para emergencia. alem disso, cheguei as 5 50, para ser atendida as 6 horas da manha como mandava meu papel, fiquei ate 11 15 esperando para subir pro quarto e apos isso, so fui para cirurgia as 17 horas mais ou menos! ficando todo esse tempo sem comer, fora todo o descaso ate decidirem me operar..."
MAQUEIRO,"muita demora para sair da sala de recuperacao pos cirurgia, apenas porque nao tinha enfermeiro disponivel para levar ate o quarto"
RECEPÇAO,demora para me realocar tendo que chamar atencao 3x da recepcao
ADMINISTRATIVO,"falta de informacoes, de como prosseguir ao chegar no hospital"
ADMINISTRATIVO,problemas na internacao
ADMINISTRATIVO,demora
ADMINISTRATIVO,"nao tinha ninguem no totem para auxiliar e nao respondia comando ,eis atendentes atendendo com muita ma vontade, fiquei das 9 hrs da noite ate 7 hrs da manha por ma vontade dos funcionarios, e fora isso mha filha tinha que fazer ressonancia ,e a ambulancia se recusava pegar mha filha do pronto atendimento p levar p ressonancia fiquei muito triste isso era caso de policia? quanto aos medicos atendentes e.cirurgiao foram maravilhosos"
ADMINISTRATIVO,"hospital muito bom, mas atrasou muito minha cirurgia"
ADMINISTRATIVO,nao tinham profissionais no momento no apoio ao uso do totem
RECEPÇAO,"fui bem atendida, porem algumas fala da atendente do lado ao jesus"
ADMINISTRATIVO,falta de conhecimento ou vontade para auxiliar corretamente.
ADMINISTRATIVO,nao consigo retirar o duplo jota!!
ADMINISTRATIVO,muito bem a tendido
ADMINISTRATIVO,"o servico de totem e leitura biometrica se tornou em um grande complicador para o atendimento, assim comoa realizacao da fotografia para o atendimento. esta e a maior insatisfacao quanto ao sistema. gracas a deus fomos bem atendidos pelos profissionais durante o periodo de internacao em julho."
PORTEIRO,"meu esposo pediu uma maca para o porteiro pois eu estava inconsciente, sem andar, sem falar, meu esposo pediu para o porteiro ajudar a colocar me na cadeira de rodas, e o porteiro disse a meu esposo que o problema era dele, meu esposo tem 72 anos de idade e nao dava conta sozinho."
ADMINISTRATIVO,falta de comunicacao
ADMINISTRATIVO,super demorado.
ADMINISTRATIVO,"recepcionistas muito abusadas, parecem que trabalham sem vontade"
ADMINISTRATIVO,nao tinha um leitor para mim fiquei em um lugar horrivel com mais 10 pessoas eu pago um plano para ficar em uma enfermaria fiquei em um galpao.
ADMINISTRATIVO,demora no atendimento inicial
RECEPÇAO,"minha avaliacao e com bate em toda a minha gestacao que frequentei o hospital, bem como no dia que dei entrada em trabalho de parto. acho os atendentes recpcionistas muito dispersos. deveriam ser bem mais atenciosos principalmente quando se trata de mulheres que entram em trabalho de parto. os porteiros foram mais atenciosos que a recepcao."
ADMINISTRATIVO,"estou tentando desde as 9 horas marcar uma consulta para meu filho, sendo que me falaram que quem cuida do plano dele e uma administradora por nome alter, porem nao consigo falar com eles"
TOTEM,o totem nao estava funcionando e nao havia recepcionista no balcao no momento em que eu cheguei
ADMINISTRATIVO,"as enfermeiras estavam extremamente sobrecarregadas. elas deram tudo de sim, mas o quarto estava organizado, sem maqueiro suficiente. remedios nao estavam em horario certo, medico nao veio avaliar"
ADMINISTRATIVO,demora no atendimento. tempo de espera muito longo
ADMINISTRATIVO,"o motivo da insastifacao e sobre a demora para ir ao bloco cirurgico para realizar a cirurgia, ficam aplicando medicamentos para cessar as dores, enquanto isso o paciente fica sofrendo no apt. quando a paciente se negou a colocar a digital no aparelho para mostrar pra central que estava sendo atendida a cada hora, no instante levaram a mesma para o bloco cirurgico mas, chegando la no bloco ficou aguardando bastante tempo por mais de horas antes tivesse ficado no apt. como ja falei antes, quando a paciente se negou a colocar sua digital levaram para o bloco para enganar uma vez que ela nao queria colocar sua digital."
ADMINISTRATIVO,"esta havendo algum engano, a cirurgia nao foi marcada, quanto mais realizada, estou aguardando a marcacao."
ADMINISTRATIVO,foi o pior internamente da minha vida
RECEPÇAO,chegamos formos para a recepcao dizemos a ficha e desde entao passou uma hora de relogio para ser atendido nesse periodo falei varias vezes com as recepcionista por o paciente e cadeirante e nao resolveu nada antes de uma hora de espera sendo esse tempo so na recepcao.
ADMINISTRATIVO,achei que na hora do atendimento nao foi bom
ADMINISTRATIVO,lotado de pessoas a espera de atendimento em salvador a rede nao tem capacidade de atender a tantos convenios
ADMINISTRATIVO,deveria existir um controle logo na entrada. n e distribuido nenhuma numeracao para triagem e a pessoal precisa ficar perguntando quem estava na vez. acho que deveria comecar com maior organizacao a partir desse ponto.
ADMINISTRATIVO,"1 desorganizacao para descer para a enfermaria , meu filho nasceu as 12 08 fui para a enfermaria as 20 40 da noite , meu filho deu hipoglicemia durante esse tempo profissionais pessimos , so deu pra saber que estava com hipoglicemia porque eu pedi que desse leite pra ele pois o meu nao tinha descido , assim uma burocracia enorme pra liberar 30 ml de leite cheguei na enfermaria demorou horrores para liberara alimentacao pra mim , sem conta que a cada meia hora vem pega biometria falta de respeito com quem esta recem parida , ate pra pega lixo tinha que ter biometria agora eu te pergunto como o bebe e mae descansa ??? um absurdo"
ADMINISTRATIVO,cheguei com 5cm de dilatacao demoraram a me atender
ADMINISTRATIVO,eu acho que demora muito para voce ir para o quarto
TOTEM,totem nunca funciona. recepcao cheia e junto com a do ps infantil
ADMINISTRATIVO,espera muito longa p internacao e sem alimentacao15hs de espera
ADMINISTRATIVO,"demorou pra comecar cirurgia , estava marcada para as 9 da manha ...meu filho so foi operar depois das 13 hs ...tinham 3 criancas na frente dele o problema e que ele ficou muitas horas em jejum desde as 21 horas do dia anterior ...para uma crianca de 7 anos e muito tempo ...tirando isso nao tenho do que reclamar cirurgia ocorreu td bem e o pos operatorio tb"
ADMINISTRATIVO,demora
ADMINISTRATIVO,"nao queriam fazer minha internacao, o parto estava agendado para as 18 00 e cheguei conforme me informaram 2 horas antes e simplesmente a equipe agendou meu parto no horario errado que era o horario que eu tinha que internar"
ADMINISTRATIVO,faltou auxilio
ADMINISTRATIVO,"precisei de uma cadeira de rodas por conta da fratura que tive e demoraram demais pra sair do lado de fora, tendo que tocar a campainha varias vezes"
ADMINISTRATIVO,demora no atendimento de emergencia
ADMINISTRATIVO,o totem para quem e idoso e dificil
ADMINISTRATIVO,em materia de medico e medicacao fomos muito bem tratado e agora pra internacao eu acho um absurdo e eu fiquei como acompanhante dele na medicacao e tivemos que ficar naquele cadeirao e eu sentada naquela escadinha passamos a madrugada toda la e sentada achei falta de respeito com as pessoas ja que vai internar que interne logo e nao faca isso com as pessoas porque a pessoa ja ta com dores e ainda fica desse jeito
ADMINISTRATIVO,"fui de ambulancia da unidade santo andre para o hospital sao bernardo. chegando la o meu esposo foi para a emergencia e eu fiquei 3 horas esperando um parecer medico, quando fui atras o medico platonista de ontem me disse que estava admitindo o paciente e que depois conversaria comigo, perguntei lhe se poderia falar com o meu esposo e ele me disse que ali era emergencia e eu nao poderia entrar, achei um descaso comigo, faltou acolhimento eu estava desesperada antes a perspectiva de uma cirurgia com urgencia. em compensacao a equipe medica hoje me surpreendeu em atencao, cuidado e esclarecimento"
ADMINISTRATIVO,"na hora da cesariana, ouve um situacao muito desconfortavel com os profissionais envolvidos, ele se queixava de ter que trabalhar com um membro da equipe, e nessa situacao acabou acontecendo uma parada cardiaca da minha esposa e tambem a remocao de seu utero e ovario, creio que essa atitude do profissional nao foi etica. ja que querem a minha avaliacao, quero tambem um relatorio do acontecido, pois quase perdi minha esposa por ter mal profissional na sala."
ADMINISTRATIVO,demora no atendimento
ADMINISTRATIVO,minha cirurgia nao ficou boa
ADMINISTRATIVO,"pessimo suporte ,,demora no atendimento, atraso no horario agendado etc...."
ADMINISTRATIVO,cheguei ao hospital para parto normal . nao fiz cesaria. demoram mais de 1 hora para fazer meu internamento pois a recepcao estava tentando liberar o parto pelo plano. sendo que meu parto ja estava todo pago pois meu plano nao cobre obstetricia. ele foi todo particular. depois deu ir ver oque estava acontecendo que me falaram que o plano nao tinha liberado. ai eu tive que falar que estava tudo pago pra eles poderem fazer meu internamento
ADMINISTRATIVO,"foi muito confuso, ninguem sabia porque eu estava internando, fiquei bem insegura"
RECEPÇAO,nunca achei os recepcionistas cordiais. e o totem nunca imprime a pulseira.
ADMINISTRATIVO,ao atendimento
ADMINISTRATIVO,"meu parto estava marcado para ser cesarea no dia 18 de julho as 7 00 da manha marcado a minha internacao com o fuleragem do paulo abilio e quando cheguei no hospital me informaram que o criatura nao fazia cirurgia na sexta feira ,sendo que o mesmo que marcou a minha cirurgia. tive que ir para a emergencia e esperar todas as mulheres da emergencia fazerem o parto para ser a ultima . mais de 15 em jejum,com extresse e desgate emocional e na hora do parto a equipe que fez a laqueadura ainda ficou com piadinha e brincadeira de mal gosto com uma paciente aberta numa mesa ."
